lat,lng,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
30.284,47.365,323.7,1.1,1,2017-05-07,2235,A,100,6.0NRT,296.3,20.8,N
30.275,47.364,324.9,1.1,1,2017-05-07,2235,A,100,6.0NRT,295.3,22.2,N
30.218,47.391,317.6,1,1,2017-05-07,2235,A,95,6.0NRT,295.1,14.3,N
30.216,47.402,310.2,1,1,2017-05-07,2235,A,79,6.0NRT,295.1,7.8,N
30.207,47.4,307,1,1,2017-05-07,2235,A,70,6.0NRT,294.6,6.1,N
30.169,47.41,304.5,1,1,2017-05-07,2235,A,60,6.0NRT,294.3,4.6,N
30.168,47.421,310.3,1,1,2017-05-07,2235,A,80,6.0NRT,295,8.7,N
27.516,52.609,306.7,1.4,1.2,2017-05-07,2235,A,24,6.0NRT,286.5,8.5,N
27.513,52.623,316.7,1.4,1.2,2017-05-07,2235,A,90,6.0NRT,290.4,20.8,N
27.511,52.636,309.3,1.4,1.2,2017-05-07,2235,A,11,6.0NRT,291.7,10.7,N
27.504,52.644,315.4,1.4,1.2,2017-05-07,2235,A,88,6.0NRT,293.6,18.3,N
26.848,55.861,307.2,2.4,1.5,2017-05-07,2235,A,71,6.0NRT,289.5,27.2,N
51.846,53.817,305.8,1.1,1,2017-05-07,2230,A,66,6.0NRT,276.9,12.6,N
48.24,57.349,308.4,1.1,1,2017-05-07,2230,A,74,6.0NRT,278.7,14.9,N
48.237,57.363,311.8,1.1,1,2017-05-07,2230,A,83,6.0NRT,278.8,17.7,N
46.162,53.412,320.3,1,1,2017-05-07,2230,A,100,6.0NRT,285.7,21.2,N
46.153,53.409,304.7,1,1,2017-05-07,2230,A,61,6.0NRT,285.6,9.5,N
46.481,48.16,304.7,1.4,1.2,2017-05-07,2230,A,61,6.0NRT,275.8,18.1,N
19.357,-155.056,321.1,1,1,2017-05-07,2340,A,72,6.0NRT,289.5,11.3,D
19.373,-155.068,348.8,1,1,2017-05-07,2340,A,95,6.0NRT,294.5,54.1,D
19.386,-155.105,321.3,1,1,2017-05-07,2340,A,64,6.0NRT,286.3,16.9,D
19.385,-155.115,320.9,1,1,2017-05-07,2340,A,69,6.0NRT,290.1,17.2,D
19.397,-155.281,337.9,1,1,2017-05-07,2340,A,86,6.0NRT,299.9,35.5,D
19.406,-155.283,411.2,1,1,2017-05-07,2340,A,100,6.0NRT,303.5,325,D
19.404,-155.292,342.1,1,1,2017-05-07,2340,A,69,6.0NRT,290.4,37.3,D
20.748,109.805,314.6,1.3,1.1,2017-05-08,0310,T,50,6.0NRT,296.7,6.9,D
17.767,121.476,318.6,3.3,1.7,2017-05-08,0310,T,44,6.0NRT,297.6,47.6,D
15.031,120.099,321.4,3,1.6,2017-05-08,0310,T,33,6.0NRT,299.3,40,D
16.287,107.629,316.6,1.5,1.2,2017-05-08,0310,T,65,6.0NRT,294.4,14,D
16.285,107.623,314.4,1.5,1.2,2017-05-08,0310,T,61,6.0NRT,294.5,11,D
15.531,108.162,317.2,1.4,1.2,2017-05-08,0310,T,65,6.0NRT,294.5,11.8,D
15.373,108.282,318.9,1.3,1.2,2017-05-08,0310,T,58,6.0NRT,297.1,12,D
12.215,109.197,319.7,1.1,1,2017-05-08,0310,T,0,6.0NRT,296.9,10.5,D
11.142,106.333,319,1.6,1.2,2017-05-08,0310,T,68,6.0NRT,296.2,15.3,D
2.207,111.547,314.8,1.2,1.1,2017-05-08,0315,T,45,6.0NRT,297.2,10.1,D
2.205,111.558,315.3,1.2,1.1,2017-05-08,0315,T,24,6.0NRT,297.3,10,D
1.176,108.979,316,1,1,2017-05-08,0315,T,37,6.0NRT,295.1,8.7,D
-6.136,106.287,316,1,1,2017-05-08,0315,T,65,6.0NRT,296.9,7.5,D
-6.988,107.556,315.2,1,1,2017-05-08,0315,T,42,6.0NRT,296.5,6.3,D
28.451,117.885,316.1,1.2,1.1,2017-05-08,0305,T,38,6.0NRT,291.9,10,D
24.616,117.791,317.9,1.3,1.1,2017-05-08,0305,T,39,6.0NRT,296.4,11.8,D
23.792,120.58,313.4,2.1,1.4,2017-05-08,0305,T,22,6.0NRT,291.1,15.9,D
52.965,122.535,315.3,1,1,2017-05-08,0300,T,61,6.0NRT,298.8,7.4,D
52.253,126.482,317.6,1.1,1.1,2017-05-08,0300,T,75,6.0NRT,293.6,13.5,D
52.25,126.498,316.4,1.1,1.1,2017-05-08,0300,T,74,6.0NRT,294.1,12.5,D
52.034,123.592,312.3,1,1,2017-05-08,0300,T,39,6.0NRT,298,5.8,D
50.519,126.87,307.3,1.2,1.1,2017-05-08,0300,T,60,6.0NRT,291.2,7.1,D
50.79,124.292,308.1,1,1,2017-05-08,0300,T,59,6.0NRT,294.3,4.8,D
50.584,123.719,309.8,1,1,2017-05-08,0300,T,41,6.0NRT,295.6,4.1,D
50.413,124.19,306.1,1,1,2017-05-08,0300,T,48,6.0NRT,290.9,6.1,D
51.376,114.372,353.7,1.7,1.3,2017-05-08,0300,T,97,6.0NRT,306.3,137.6,D
51.38,114.365,339.1,1.7,1.3,2017-05-08,0300,T,89,6.0NRT,305.3,73,D
51.378,114.39,326.7,1.7,1.3,2017-05-08,0300,T,79,6.0NRT,303.4,35.2,D
51.368,114.363,320.6,1.7,1.3,2017-05-08,0300,T,71,6.0NRT,305.2,20.8,D
51.366,114.388,316.2,1.7,1.3,2017-05-08,0300,T,57,6.0NRT,303.2,12.6,D
49.743,124.593,310.2,1.1,1,2017-05-08,0300,T,29,6.0NRT,293.9,5,D
47.834,131.451,308.5,2.4,1.5,2017-05-08,0300,T,54,6.0NRT,290.6,23,D
47.822,131.445,314.9,2.4,1.5,2017-05-08,0300,T,75,6.0NRT,291.1,39.9,D
47.826,131.442,325.8,2.4,1.5,2017-05-08,0300,T,84,6.0NRT,291.5,77.6,D
50.176,118.003,326.3,1.2,1.1,2017-05-08,0300,T,69,6.0NRT,305.6,15.3,D
47.351,126.405,312.4,1.4,1.2,2017-05-08,0300,T,52,6.0NRT,297.9,7.4,D
47.927,122.767,323.7,1,1,2017-05-08,0300,T,77,6.0NRT,301.9,13.3,D
47.362,124.877,312.3,1.2,1.1,2017-05-08,0300,T,48,6.0NRT,295.9,6.8,D
47.339,124.023,315.8,1.1,1.1,2017-05-08,0300,T,38,6.0NRT,299.5,5.6,D
47.277,123.673,343,1.1,1,2017-05-08,0300,T,79,6.0NRT,303.4,43.7,D
46.4,125.321,314.8,1.3,1.1,2017-05-08,0300,T,29,6.0NRT,295.5,9.5,D
47.873,109.128,320.4,3,1.6,2017-05-08,0300,T,64,6.0NRT,300.3,48.5,D
47.872,109.168,321.2,3,1.6,2017-05-08,0300,T,66,6.0NRT,299.7,52.3,D
45.829,122.646,324.2,1.1,1,2017-05-08,0300,T,69,6.0NRT,310,10,D
43.774,131.568,318.3,3.2,1.7,2017-05-08,0300,T,78,6.0NRT,287.4,76.4,D
43.777,131.564,317.5,3.2,1.7,2017-05-08,0300,T,57,6.0NRT,286.6,67.2,D
45.924,119.772,322.1,1,1,2017-05-08,0300,T,62,6.0NRT,308.6,8.3,D
45.922,119.785,327.9,1,1,2017-05-08,0300,T,74,6.0NRT,308.4,14.5,D
45.948,119.14,320.1,1,1,2017-05-08,0300,T,54,6.0NRT,306.8,7.5,D
45.946,119.153,320.9,1,1,2017-05-08,0300,T,58,6.0NRT,304.8,8.3,D
45.013,121.659,330.4,1,1,2017-05-08,0300,T,76,6.0NRT,307.8,16.1,D
45.004,121.656,329.2,1,1,2017-05-08,0300,T,74,6.0NRT,306.5,14.4,D
44.18,125.569,320,1.5,1.2,2017-05-08,0300,T,63,6.0NRT,304.5,11.2,D
43.674,125.028,321.5,1.4,1.2,2017-05-08,0300,T,71,6.0NRT,304.5,12.7,D
-24.201,151.604,326,1,1,2017-05-08,0005,T,83,6.0NRT,297.1,20.2,D
-24.38,150.456,333.3,1.1,1,2017-05-08,0005,T,88,6.0NRT,290.6,32.4,D
-24.709,151.433,308.7,1,1,2017-05-08,0005,T,63,6.0NRT,293.5,6,D
-24.711,151.443,316.9,1,1,2017-05-08,0005,T,75,6.0NRT,293.9,12.7,D
-25.235,152.168,322.9,1,1,2017-05-08,0005,T,81,6.0NRT,296.1,17.3,D
-27.092,150.691,309.7,1,1,2017-05-08,0005,T,63,6.0NRT,297.4,6.7,D
-27.195,149.84,310.3,1.1,1,2017-05-08,0005,T,54,6.0NRT,296.2,6.1,D
-28.011,150.793,313.7,1,1,2017-05-08,0005,T,42,6.0NRT,294.3,9.6,D
-28.019,150.78,316.9,1,1,2017-05-08,0005,T,75,6.0NRT,294.6,12.5,D
-28.02,150.791,321.1,1,1,2017-05-08,0005,T,79,6.0NRT,294.6,16.5,D
-27.984,147.776,310.5,1.3,1.1,2017-05-08,0005,T,61,6.0NRT,297.6,8.1,D
-28.534,150.418,306.8,1,1,2017-05-08,0005,T,57,6.0NRT,295.7,4.5,D
-28.564,150.438,306.8,1,1,2017-05-08,0005,T,44,6.0NRT,295.4,3.9,D
-28.566,150.448,309.2,1,1,2017-05-08,0005,T,61,6.0NRT,295.1,5.7,D
-28.819,152.078,303.9,1,1,2017-05-08,0005,T,49,6.0NRT,285.1,6.1,D
-28.821,152.088,306.3,1,1,2017-05-08,0005,T,55,6.0NRT,283,7.8,D
-28.689,148.819,317.9,1.2,1.1,2017-05-08,0005,T,73,6.0NRT,299.4,13.5,D
-28.92,149.816,312.4,1.1,1,2017-05-08,0005,T,65,6.0NRT,300.3,6.1,D
-28.571,147.039,312.2,1.4,1.2,2017-05-08,0005,T,67,6.0NRT,295.1,12.7,D
-28.574,147.053,310.4,1.4,1.2,2017-05-08,0005,T,63,6.0NRT,295.6,10.7,D
-28.724,147.713,308.6,1.3,1.1,2017-05-08,0005,T,44,6.0NRT,297.8,6.9,D
-28.726,147.726,332.4,1.3,1.1,2017-05-08,0005,T,86,6.0NRT,299,41.6,D
-29.163,149.903,319.9,1,1,2017-05-08,0005,T,76,6.0NRT,299.7,12,D
-29.165,149.914,333.1,1,1,2017-05-08,0005,T,87,6.0NRT,301.7,28.5,D
-29.339,150.735,308,1,1,2017-05-08,0005,T,59,6.0NRT,296.2,5.8,D
-30.084,148.024,308.5,1.2,1.1,2017-05-08,0005,T,59,6.0NRT,296.5,7.4,D
-30.722,151.119,317.5,1,1,2017-05-08,0005,T,78,6.0NRT,291.2,15.3,D
-30.724,151.129,307.1,1,1,2017-05-08,0005,T,65,6.0NRT,290.5,7.4,D
-30.345,148.357,306.1,1.2,1.1,2017-05-08,0005,T,56,6.0NRT,294.5,5.1,D
-30.349,148.363,306.8,1.2,1.1,2017-05-08,0005,T,60,6.0NRT,294.8,5.5,D
-30.829,147.812,305.9,1.2,1.1,2017-05-08,0005,T,60,6.0NRT,293.2,5.8,D
-31.43,151.435,311.8,1,1,2017-05-08,0005,T,72,6.0NRT,287.8,12.2,D
-31.415,150.268,312.7,1,1,2017-05-08,0005,T,73,6.0NRT,291.7,10.5,D
-31.51,150.596,304.3,1,1,2017-05-08,0005,T,51,6.0NRT,294.2,3,D
-31.093,147.319,310.3,1.3,1.1,2017-05-08,0005,T,70,6.0NRT,291.6,11,D
-31.096,147.332,305.5,1.3,1.1,2017-05-08,0005,T,45,6.0NRT,291.7,6.6,D
-31.094,147.326,311.9,1.3,1.1,2017-05-08,0005,T,72,6.0NRT,291.8,12.7,D
-31.392,149.071,304.2,1.1,1,2017-05-08,0005,T,35,6.0NRT,291.3,5.6,D
-31.394,149.082,322.8,1.1,1,2017-05-08,0005,T,81,6.0NRT,292.4,21.8,D
-31.971,147.64,340.6,1.2,1.1,2017-05-08,0005,T,92,6.0NRT,293.5,55.2,D
-31.973,147.652,321.3,1.2,1.1,2017-05-08,0005,T,81,6.0NRT,292.2,22.6,D
-32.117,147.23,332.9,1.2,1.1,2017-05-08,0005,T,88,6.0NRT,292.2,41.8,D
-32.134,147.213,309.8,1.2,1.1,2017-05-08,0005,T,62,6.0NRT,291.4,10.1,D
-32.144,147.21,309.7,1.2,1.1,2017-05-08,0005,T,69,6.0NRT,291.4,10.5,D
-32.296,147.551,301.6,1.2,1.1,2017-05-08,0005,T,48,6.0NRT,291.5,4.2,D
-32.791,149.924,307,1,1,2017-05-08,0005,T,65,6.0NRT,289.7,8,D
-32.7,147.093,303.3,1.2,1.1,2017-05-08,0005,T,56,6.0NRT,288.2,7.5,D
-33.428,149.935,301.1,1,1,2017-05-08,0005,T,45,6.0NRT,287,5.6,D
-33.43,149.946,301.8,1,1,2017-05-08,0005,T,49,6.0NRT,285.4,6.1,D
-33.946,150.708,306.2,1,1,2017-05-08,0005,T,63,6.0NRT,285,8.1,D
-33.947,150.719,303.4,1,1,2017-05-08,0005,T,56,6.0NRT,288.2,6.2,D
-33.949,149.91,332.2,1,1,2017-05-08,0005,T,88,6.0NRT,285.3,34.6,D
-33.951,149.921,317.1,1,1,2017-05-08,0005,T,77,6.0NRT,286,17.7,D
-34.457,150.879,306,1,1,2017-05-08,0005,T,47,6.0NRT,292.5,6.2,D
-34.009,146.865,304.4,1.2,1.1,2017-05-08,0005,T,59,6.0NRT,289.5,7.1,D
-34.332,148.286,301.8,1.1,1,2017-05-08,0005,T,49,6.0NRT,285.5,6.4,D
-34.92,146.598,304.9,1.2,1.1,2017-05-08,0005,T,60,6.0NRT,288.6,7.5,D
-35.272,143.443,301.1,1.7,1.3,2017-05-08,0005,T,39,6.0NRT,287.1,10.5,D
-37.145,149.802,308.7,1,1,2017-05-08,0005,T,67,6.0NRT,280.6,10.2,D
-37.154,149.8,302.6,1,1,2017-05-08,0005,T,40,6.0NRT,282,6.1,D
-37.32,149.669,303.1,1,1,2017-05-08,0005,T,47,6.0NRT,283.9,6.7,D
-36.444,143.078,301.4,1.7,1.3,2017-05-08,0005,T,47,6.0NRT,287,10.2,D
-38.407,147.068,318.1,1.1,1,2017-05-08,0005,T,78,6.0NRT,287.1,18.7,D
-41.135,146.081,323.1,1.1,1,2017-05-08,0005,T,82,6.0NRT,284.2,24.2,D
-16.985,144.37,311.6,3.8,1.8,2017-05-08,0000,T,66,6.0NRT,294.2,45.4,D
-17.218,144.529,309.2,3.7,1.8,2017-05-08,0000,T,61,6.0NRT,295,30.3,D
-17.225,144.521,308.7,3.7,1.8,2017-05-08,0000,T,54,6.0NRT,295.2,28.1,D
62.851,132.777,310,1.1,1,2017-05-08,0255,T,69,6.0NRT,285.2,11,D
62.848,132.796,302.8,1.1,1,2017-05-08,0255,T,53,6.0NRT,285.5,6,D
62.843,132.786,300.7,1.1,1,2017-05-08,0255,T,41,6.0NRT,285.2,5.4,D
63.336,129.745,306.5,1,1,2017-05-08,0255,T,64,6.0NRT,285.1,8.1,D
62.807,129.403,321.8,1,1,2017-05-08,0255,T,81,6.0NRT,277.2,21.8,D
62.624,129.784,304.7,1,1,2017-05-08,0255,T,56,6.0NRT,281.8,6.2,D
62.581,129.139,304.9,1,1,2017-05-08,0255,T,44,6.0NRT,286,6.7,D
62.342,129.995,301.8,1,1,2017-05-08,0255,T,38,6.0NRT,282.2,3.8,D
61.873,129.644,308.8,1,1,2017-05-08,0255,T,61,6.0NRT,288.6,7.1,D
47.833,131.453,313.7,4,1.9,2017-05-08,0120,T,74,6.0NRT,287.1,88.4,D
47.828,131.447,314.6,4,1.9,2017-05-08,0120,T,75,6.0NRT,287.2,94,D
40.535,141.502,321,1,1,2017-05-08,0125,T,68,6.0NRT,291,17,D
35.353,139.874,324.3,1.1,1,2017-05-08,0125,T,0,6.0NRT,310,12.3,D
35.027,136.88,319.2,1.4,1.2,2017-05-08,0125,T,0,6.0NRT,301,10.4,D
-2.573,140.515,309.2,2.9,1.6,2017-05-08,0135,T,43,6.0NRT,290.1,22.5,D
-8.182,131.001,313.4,1,1,2017-05-08,0135,T,58,6.0NRT,294.7,6.2,D
-8.233,124.09,310.2,2.6,1.6,2017-05-08,0135,T,33,6.0NRT,297.6,25.6,D
-12.328,131.139,320.4,1,1,2017-05-08,0140,T,72,6.0NRT,297.8,11.2,D
-12.329,131.148,317,1,1,2017-05-08,0140,T,67,6.0NRT,298.9,8.1,D
-12.704,133.286,318,1.2,1.1,2017-05-08,0140,T,69,6.0NRT,298.7,11,D
-12.76,133.333,330.7,1.2,1.1,2017-05-08,0140,T,84,6.0NRT,300.8,28.6,D
-12.762,133.345,327,1.2,1.1,2017-05-08,0140,T,80,6.0NRT,300.8,23,D
-12.768,133.389,313.5,1.2,1.1,2017-05-08,0140,T,32,6.0NRT,295.8,8.3,D
-12.751,133.124,316.5,1.2,1.1,2017-05-08,0140,T,48,6.0NRT,299,8.3,D
-12.754,133.128,317.7,1.2,1.1,2017-05-08,0140,T,60,6.0NRT,300.4,10.1,D
-12.793,133.345,313.5,1.2,1.1,2017-05-08,0140,T,55,6.0NRT,299,7.1,D
-12.441,130.717,314.6,1,1,2017-05-08,0140,T,40,6.0NRT,302.1,5.7,D
-12.818,133.308,316.3,1.2,1.1,2017-05-08,0140,T,45,6.0NRT,297.1,8.2,D
-12.82,133.319,319,1.2,1.1,2017-05-08,0140,T,68,6.0NRT,297.6,12,D
-12.828,133.162,319.9,1.2,1.1,2017-05-08,0140,T,72,6.0NRT,299.8,12.7,D
-12.871,133.403,322.6,1.2,1.1,2017-05-08,0140,T,65,6.0NRT,302.1,15.2,D
-12.883,133.406,325.3,1.2,1.1,2017-05-08,0140,T,43,6.0NRT,301.8,17.1,D
-12.892,133.393,318.9,1.2,1.1,2017-05-08,0140,T,50,6.0NRT,298,10.2,D
-12.893,133.405,331.9,1.2,1.1,2017-05-08,0140,T,84,6.0NRT,301.2,29.7,D
-12.953,133.476,317.7,1.2,1.1,2017-05-08,0140,T,39,6.0NRT,300.4,8.8,D
-12.955,133.488,321.2,1.2,1.1,2017-05-08,0140,T,73,6.0NRT,300.4,13.7,D
-12.974,133.405,324.9,1.2,1.1,2017-05-08,0140,T,51,6.0NRT,301.6,18.2,D
-12.974,133.399,325.8,1.2,1.1,2017-05-08,0140,T,61,6.0NRT,299.7,19.5,D
-12.975,133.41,324.8,1.2,1.1,2017-05-08,0140,T,46,6.0NRT,301.6,17.6,D
-12.985,133.409,326.1,1.2,1.1,2017-05-08,0140,T,49,6.0NRT,298.2,19,D
-12.995,133.407,340.6,1.2,1.1,2017-05-08,0140,T,90,6.0NRT,299.1,48.2,D
-13.165,133.383,326.7,1.2,1.1,2017-05-08,0140,T,79,6.0NRT,300.9,22.7,D
-13.181,133.199,317.6,1.2,1.1,2017-05-08,0140,T,66,6.0NRT,300.7,9.4,D
-13.209,133.411,316.4,1.2,1.1,2017-05-08,0140,T,42,6.0NRT,301.8,7.9,D
-13.213,133.217,322.2,1.2,1.1,2017-05-08,0140,T,74,6.0NRT,302.4,14,D
-12.97,130.935,314.4,1,1,2017-05-08,0140,T,48,6.0NRT,301.2,5,D
-12.971,130.944,321.1,1,1,2017-05-08,0140,T,71,6.0NRT,301.6,11.3,D
-13.013,130.725,315.5,1,1,2017-05-08,0140,T,48,6.0NRT,301.7,5.5,D
-13.014,130.734,332.3,1,1,2017-05-08,0140,T,83,6.0NRT,303.2,23.6,D
-13.119,130.759,320.6,1,1,2017-05-08,0140,T,39,6.0NRT,305.9,7.4,D
-13.116,130.675,322.8,1,1,2017-05-08,0140,T,73,6.0NRT,304.4,10.6,D
-13.117,130.684,317.5,1,1,2017-05-08,0140,T,43,6.0NRT,304.4,5.2,D
-13.128,130.758,321.2,1,1,2017-05-08,0140,T,53,6.0NRT,305.4,8.6,D
-13.13,130.767,319.1,1,1,2017-05-08,0140,T,40,6.0NRT,304.1,6.4,D
-13.168,130.774,316.2,1,1,2017-05-08,0140,T,48,6.0NRT,303.8,5.7,D
-13.169,130.783,327.4,1,1,2017-05-08,0140,T,79,6.0NRT,304.5,17.1,D
-13.196,130.779,321.5,1,1,2017-05-08,0140,T,71,6.0NRT,305.4,10.7,D
-13.197,130.788,316.6,1,1,2017-05-08,0140,T,55,6.0NRT,303.1,6.2,D
-13.529,131.749,320.4,1,1,2017-05-08,0140,T,69,6.0NRT,304,9.4,D
-13.538,131.748,317.6,1,1,2017-05-08,0140,T,55,6.0NRT,302.8,6.7,D
-13.647,131.351,334.4,1,1,2017-05-08,0140,T,85,6.0NRT,303.3,27,D
-13.648,131.36,322.7,1,1,2017-05-08,0140,T,73,6.0NRT,303.6,12,D
-13.99,133.076,328.4,1.2,1.1,2017-05-08,0140,T,79,6.0NRT,304.1,23.3,D
-13.991,133.087,338.7,1.2,1.1,2017-05-08,0140,T,88,6.0NRT,304.9,42.6,D
-13.994,133.109,325.1,1.2,1.1,2017-05-08,0140,T,76,6.0NRT,302.8,19.1,D
-14.181,134.429,315.3,1.5,1.2,2017-05-08,0140,T,57,6.0NRT,301.2,9.2,D
-14.182,134.443,320.4,1.5,1.2,2017-05-08,0140,T,69,6.0NRT,301.6,17.6,D
-14.019,133.072,321,1.2,1.1,2017-05-08,0140,T,69,6.0NRT,302.8,13.1,D
-14.217,134.452,324,1.5,1.2,2017-05-08,0140,T,75,6.0NRT,301.5,22.6,D
-14.22,134.446,315.7,1.5,1.2,2017-05-08,0140,T,50,6.0NRT,301.4,9.5,D
-14.221,134.459,321.7,1.5,1.2,2017-05-08,0140,T,71,6.0NRT,301.5,19.9,D
-13.955,132.164,319.5,1.1,1,2017-05-08,0140,T,66,6.0NRT,303.6,9,D
-13.754,130.07,315.9,1,1,2017-05-08,0140,T,59,6.0NRT,301.1,6.2,D
-14.396,131.059,317.3,1,1,2017-05-08,0140,T,47,6.0NRT,304,6.6,D
-14.456,130.897,323,1,1,2017-05-08,0140,T,67,6.0NRT,304,10.5,D
-14.461,130.872,318.7,1,1,2017-05-08,0140,T,51,6.0NRT,304,7,D
-14.464,130.833,317.4,1,1,2017-05-08,0140,T,54,6.0NRT,303.5,6.1,D
-14.466,130.842,321.7,1,1,2017-05-08,0140,T,71,6.0NRT,304.3,10,D
-14.543,130.993,325.3,1,1,2017-05-08,0140,T,69,6.0NRT,303.8,14.2,D
-14.544,131.002,324.6,1,1,2017-05-08,0140,T,66,6.0NRT,303.2,13.4,D
-14.437,129.953,318.5,1,1,2017-05-08,0140,T,53,6.0NRT,300,7.8,D
-14.121,127.528,318.3,1.2,1.1,2017-05-08,0140,T,50,6.0NRT,298.7,9.5,D
-14.131,127.527,327,1.2,1.1,2017-05-08,0140,T,80,6.0NRT,299.5,20.5,D
-14.133,127.538,325.9,1.2,1.1,2017-05-08,0140,T,77,6.0NRT,299.1,18.7,D
-14.134,127.531,327.6,1.2,1.1,2017-05-08,0140,T,61,6.0NRT,299.8,21.8,D
-14.136,127.542,317.4,1.2,1.1,2017-05-08,0140,T,50,6.0NRT,298.6,7.3,D
-14.9,131.371,322.3,1,1,2017-05-08,0140,T,70,6.0NRT,303.9,11,D
-14.901,131.381,325.5,1,1,2017-05-08,0140,T,75,6.0NRT,303.1,14.9,D
-14.91,131.38,318.3,1,1,2017-05-08,0140,T,57,6.0NRT,305.1,7.3,D
-14.426,127.442,327,1.2,1.1,2017-05-08,0140,T,78,6.0NRT,304.7,18.3,D
-14.481,127.41,318.6,1.2,1.1,2017-05-08,0140,T,65,6.0NRT,302.7,8.2,D
-14.484,127.415,320.3,1.2,1.1,2017-05-08,0140,T,68,6.0NRT,303.4,8.9,D
-14.541,127.518,318.7,1.2,1.1,2017-05-08,0140,T,64,6.0NRT,305,8.8,D
-15.452,133.648,328.6,1.4,1.2,2017-05-08,0140,T,68,6.0NRT,305.9,24.6,D
-15.453,133.661,336,1.4,1.2,2017-05-08,0140,T,86,6.0NRT,307.7,40.5,D
-14.554,127.415,322.5,1.2,1.1,2017-05-08,0140,T,50,6.0NRT,303.3,11,D
-15.462,133.647,319.7,1.4,1.2,2017-05-08,0140,T,40,6.0NRT,304.9,11.1,D
-15.464,133.659,323.1,1.4,1.2,2017-05-08,0140,T,67,6.0NRT,305.6,16.2,D
-14.566,127.424,323.1,1.2,1.1,2017-05-08,0140,T,38,6.0NRT,304.3,11.7,D
-15.474,133.658,320.8,1.4,1.2,2017-05-08,0140,T,30,6.0NRT,305.3,12.1,D
-14.588,127.425,321.1,1.2,1.1,2017-05-08,0140,T,45,6.0NRT,304.7,9.9,D
-15.519,133.71,322.8,1.4,1.2,2017-05-08,0140,T,50,6.0NRT,306,13.6,D
-15.528,133.696,327,1.4,1.2,2017-05-08,0140,T,66,6.0NRT,305.9,20.9,D
-14.748,128.062,319.5,1.1,1.1,2017-05-08,0140,T,55,6.0NRT,304.7,7.4,D
-14.653,127.392,322.7,1.2,1.1,2017-05-08,0140,T,71,6.0NRT,304,13.1,D
-14.749,128.009,322.3,1.1,1.1,2017-05-08,0140,T,70,6.0NRT,304.8,11.8,D
-14.673,127.439,317,1.2,1.1,2017-05-08,0140,T,47,6.0NRT,303.1,6.1,D
-14.768,127.667,318.9,1.2,1.1,2017-05-08,0140,T,22,6.0NRT,304.9,7.2,D
-14.776,127.655,347.5,1.2,1.1,2017-05-08,0140,T,93,6.0NRT,304,57.3,D
-14.778,127.665,395.9,1.2,1.1,2017-05-08,0140,T,100,6.0NRT,313.9,269.6,D
-14.78,127.676,344.3,1.2,1.1,2017-05-08,0140,T,91,6.0NRT,309.2,48.1,D
-14.781,127.687,319.9,1.2,1.1,2017-05-08,0140,T,27,6.0NRT,305.2,6.5,D
-15.322,131.294,321.2,1,1,2017-05-08,0140,T,60,6.0NRT,305.6,9,D
-14.789,127.674,337.6,1.2,1.1,2017-05-08,0140,T,87,6.0NRT,307.2,33.5,D
-14.791,127.685,327.3,1.2,1.1,2017-05-08,0140,T,76,6.0NRT,306.4,16.1,D
-14.789,127.609,328.9,1.2,1.1,2017-05-08,0140,T,79,6.0NRT,305.1,21,D
-14.793,127.612,322.2,1.2,1.1,2017-05-08,0140,T,70,6.0NRT,305.4,11.4,D
-14.819,127.652,319.8,1.2,1.1,2017-05-08,0140,T,65,6.0NRT,305.2,8.1,D
-14.994,128.77,322.1,1,1,2017-05-08,0140,T,26,6.0NRT,305.8,8.5,D
-15.23,128.74,332.6,1,1,2017-05-08,0140,T,83,6.0NRT,303.4,24.2,D
-15.232,128.749,324.6,1,1,2017-05-08,0140,T,62,6.0NRT,303.8,12.9,D
-15.239,128.797,324.4,1,1,2017-05-08,0140,T,69,6.0NRT,303.9,12.4,D
-15.241,128.748,328.5,1,1,2017-05-08,0140,T,62,6.0NRT,304.9,16.8,D
-15.26,128.758,323.9,1,1,2017-05-08,0140,T,60,6.0NRT,306.5,12,D
-15.261,128.768,324,1,1,2017-05-08,0140,T,60,6.0NRT,305.5,11.5,D
-15.452,129.908,321.1,1,1,2017-05-08,0140,T,45,6.0NRT,304.6,6.6,D
-15.756,131.698,324.8,1.1,1,2017-05-08,0140,T,73,6.0NRT,305.3,13.9,D
-16.474,137.177,320.9,2.5,1.5,2017-05-08,0140,T,69,6.0NRT,301.6,43.1,D
-16.466,137.171,316.4,2.5,1.5,2017-05-08,0140,T,58,6.0NRT,301.4,26.9,D
-15.309,127.895,325.3,1.1,1.1,2017-05-08,0140,T,75,6.0NRT,305,15.1,D
-15.816,130.89,326.8,1,1,2017-05-08,0140,T,68,6.0NRT,307.1,12.7,D
-15.817,130.9,325.8,1,1,2017-05-08,0140,T,62,6.0NRT,305.1,12.3,D
-16.651,137.144,314.2,2.5,1.5,2017-05-08,0140,T,46,6.0NRT,301.1,21.6,D
-15.843,130.889,321.4,1,1,2017-05-08,0140,T,28,6.0NRT,306,7.7,D
-15.308,127.188,334.5,1.2,1.1,2017-05-08,0140,T,85,6.0NRT,306.5,34.3,D
-15.864,130.78,322.3,1,1,2017-05-08,0140,T,59,6.0NRT,306.2,7.9,D
-15.885,130.796,322.2,1,1,2017-05-08,0140,T,55,6.0NRT,305.4,8.8,D
